,,,Company Info,,,,,,,,,,,,Address,,,,Login Info,,BILLING,,,,,,,,ADMIN,,,,,,,,TECHNICAL,,,,,,,
599,104,Noakhali broadband network,www.noakhalibroadband.net,Private,ISP,noakhalionline@hotmail.com,,1917208119,,,,0841-05,,4,Bangladesh,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",,,Shohid uddin mahmud (CEO),,noakhalionline@hotmail.com,1917208119,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",Shohid uddin mahmud (CEO),,noakhalionline@hotmail.com,1917208119,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",Samir mahmud,,noakhalionline@hotmail.com,7680269070,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800"
600,104,Noakhali broadband network,www.noakhalibroadband.net,Private,ISP,noakhalionline@hotmail.com,,1917208119,,,,0841-05,,4,Bangladesh,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",,,Shohid uddin mahmud (CEO),,noakhalionline@hotmail.com,1917208119,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",Shohid uddin mahmud (CEO),,noakhalionline@hotmail.com,1917208119,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",Samir mahmud,,noakhalionline@hotmail.com,7680269070,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800"
601,104,Noakhali broadband network,www.noakhalibroadband.net,Private,ISP,noakhalionline@hotmail.com,,1917208119,,,,0841-05,,4,Bangladesh,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",,,Shohid uddin mahmud (CEO),,noakhalionline@hotmail.com,1917208119,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",Shohid uddin mahmud (CEO),,noakhalionline@hotmail.com,1917208119,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800",Samir mahmud,,noakhalionline@hotmail.com,7680269070,,Noakhali,3800,"momo central point,central road,housing estate,maijdee coart,noakhali-3800"
602,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
603,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
604,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
605,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
606,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
607,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
608,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
609,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
610,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
611,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
612,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
613,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
614,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
615,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
616,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
617,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
618,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
619,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
620,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
621,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
622,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
623,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
624,630,Birshrestho Munshi Abdur Rouf Rifels School and College,www.bgb.gov.bd,Govt.,Educational Institute,,,9650000,,,,,,1,Bangladesh,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",,,Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Birshrestho Munshi Abdur Rouf College,,,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205",Lnkct Jewel Rana,,itdte@bgb.gov.bd,9650000,9650245,Dhaka,1205,"HQ BGB, Peelkhana, Dhaka-1205"
625,923,Tomato web pvt. Ltd.,www.tomatoweb.com.bd,Private,ISP,khan@datomato.com,,029677264 01733343333,,,144364787662,107859,1/3/1982,4,Bangladesh,Dhaka,1000,"8/2 paribag,hatirpool,2nd floor,dhaka-1000",,,Mamun al idris,,idris@datomato.com,1733343397,,Dhaka,1000,"8/2 paribag,hatirpool,2nd floor,dhaka-1000",Md.Anwar hossain khan (director),,khan@datomato.com,029677264 01733343333,,Dhaka,1000,"8/2 paribag,hatirpool,2nd floor,dhaka-1000",Md. Abdul Hasanat,,hasanat@datomato.com,1733343340,,Dhaka,1000,"8/2 paribag,hatirpool,2nd floor,dhaka-1000"
626,940,"Officer's club, dhaka (cafetaria)",www.ocd.org.bd,others,others,ocdcafataria@gmail.com,,29330933,,,,,,3,Bangladesh,dhaka,1217,"Officer's club, dhaka (cafetaria),1217",,,"Officer's club, dhaka (cafetaria)",,ocdcafataria@gmail.com,29330933,,dhaka,1217,"Officer's club, dhaka (cafetaria),1217",Md.Shariful islam khan (DM),,ocdcafataria@gmail.com,29330933,,dhaka,1217,"Officer's club, dhaka (cafetaria),1217",Abdus sala azad (AM),,azadvc1989@gmail.com,01853777997 01903888999,,dhaka,1217,"Officer's club, dhaka (cafetaria),1217"
627,702,"Deputy commissionar, Mymensingh",www.mymensingh.gov.bd,Govt.,government,dcmymesingh@mopa.gov.bd,,9165777,,,,,,2,Bangladesh,Mymensingh,,"Deputy commissionar, Mymensingh",,,"Deputy commissionar, Mymensingh",,dcmymesingh@mopa.gov.bd,9165777,,Mymensingh,,"Deputy commissionar, Mymensingh","Deputy commissionar, Mymensingh",,dcmymesingh@mopa.gov.bd,9165777,,Mymensingh,,"Deputy commissionar, Mymensingh","Deputy commissionar, Mymensingh",,dcmymesingh@mopa.gov.bd,9165777,,Mymensingh,,"Deputy commissionar, Mymensingh"
628,4,Dhaka Times24.com,www.dhakatimes24.com,Private,ISP,dolon1973@yahoo.com,,8314901,,,226454499979,151094,15.11.1974,4,Bangladesh,Dhaka,1000,"44, Eskaton Garden, Ramna, Dhaka-1000",,,Shahidul Hassan Linkon,,linkon1973@yahoo.com,8318867,8318043,Dhaka,1000,"44, Eskaton Garden, Ramna, Dhaka-1000",Mohammad Arifur Rahman,,dolon1973@yahoo.com,8314901,8314901,Dhaka,1000,"44, Eskaton Garden, Ramna, Dhaka-1000",Habibullah Fahad,,dolon1973@yahoo.com,8314901,8318043,Dhaka,1000,"44, Eskaton Garden, Ramna, Dhaka-1000"
629,163,Tiger IT Bangladesh,www.tigeritbd.com,Private,ISP,shamim@tigeritbd.com,,9898257,,,,,,4,Bangladesh,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213",,,Shamim Ullah Chowdhury,,shamim@tigeritbd.com,9898257,,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213",Shamim Ullah Chowdhury,,shamim@tigeritbd.com,9898257,,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213",Quazi Md. Yusuf,,yusuf@tigeritbd.com,9898257,,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213"
630,148,Tiger IT Bangladesh,www.tigeritbd.com,Private,ISP,yusuf@tigeritbd.com,,9898257,,,,,,4,Bangladesh,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213",,,Shamim Ullah Chowdhury,,shamim@tigeritbd.com,9898257,8861705,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213",Quazi Md. Yusuf,,yusuf@tigeritbd.com,9898257,8861705,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213",Sonjoy Kumer Raha,,sonjoy@tigeritbd.com,9898257,8861705,Dhaka,1213,"House # 134, Road # 12, Block # E, Banani, Dhaka-1213"
631,114,Kiam Metal Industries Ltd,www.kiammetal.com,Private,Private,kiam.metal@gmail.com,,7161961,,,410-200-3307,4709,20.01.1973,3,Bangladesh,Kushtia,7000,"BSCIC Industrial Estate, Kushtia-7000",,,Md. Mizber Rahman,,kiam.metal@gmail.com,7161961,7162485,Kushtia,7000,"BSCIC Industrial Estate, Kushtia-7000",Md. Mizber Rahman,,kiam.metal@gmail.com,7161961,7162485,Kushtia,7000,"BSCIC Industrial Estate, Kushtia-7000",Md. Obidur Rahman Sumon,,sumonkiam@yahoo.com,1755638153,,Kushtia,7000,"BSCIC Industrial Estate, Kushtia-7000"
632,112,Square Informatix Ltd.,www.e-home2u.com,Private,Private,ahmed@squaregroup.com,,8827729,,,,,,3,Bangladesh,Dhaka,1212,"Square Centre, 48, Mohakhali C/A, Dhaka-1212",,,Mr. Chandan Mukerjee,,chandan@squaregroup.com,8827729,8828768,Dhaka,1212,"Square Centre, 48, Mohakhali C/A, Dhaka-1212",Ahmed Ullah Bhuyian,,ahmed@squaregroup.com,8827729,8828768,Dhaka,1212,"Square Centre, 48, Mohakhali C/A, Dhaka-1212",Ahmed Ullah Bhuyian,,ahmed@squaregroup.com,8827729,8828768,Dhaka,1212,"Square Centre, 48, Mohakhali C/A, Dhaka-1212"
633,13,M/S Beauty Masalla Product,,Private,Private,beautymasala45@gmail.com,,419206,,,620310845232,302722,03.10.1965,3,Bangladesh,Dhaka,1211,"59, Nanda Kumar Dutta Road, Lalbag, Dhaka-1211",,,Md. Imran,,beautymasala45@gmail.com,419206,,Dhaka,1211,"59, Nanda Kumar Dutta Road, Lalbag, Dhaka-1211",Md. Imran,,beautymasala45@gmail.com,419206,,Dhaka,1211,"59, Nanda Kumar Dutta Road, Lalbag, Dhaka-1211",Md. Imran,,beautymasala45@gmail.com,419206,,Dhaka,1211,"59, Nanda Kumar Dutta Road, Lalbag, Dhaka-1211"
634,346,Dhaka Electric Supply Company Ltd. (DESCO),www.desco.org.bd,Others,Others,salam@desco.org.bd,,8859642,,,,,,2,Bangladesh,Dhaka,1229,"House # 03, Road # 24, Block # K, Banani, Dhaka",,,"Engr,. Shariful Islam",,shariful@desco.org.bd,8859642,8854648,Dhaka,1229,"House # 03, Road # 24, Block # K, Banani, Dhaka",Engr. Abdus Salam,,salam@desco.org.bd,8859642,8854648,Dhaka,1229,"House # 03, Road # 24, Block # K, Banani, Dhaka","Md. Abdus Salam, Proprietor and CTO",,salam@desco.org.bd,8859642,8854648,Dhaka,1229,"House # 03, Road # 24, Block # K, Banani, Dhaka"
635,218,Ministry Of Textiles & Jute,,Govt.,Govt.,sectext@gmail.com,,7167266,,,,,,2,Bangladesh,Dhaka,1000,Bangladesh Secretariat Dhaka-1000,,,Assistant Secretary,,motjadmn@gmail.com,9514464,9515536,Dhaka,1000,"Building # 6, Floor-07, Room # 717, Bangladesh Secretariat Dhaka-1000",Senior Secretariat,,sectext@gmail.com,7167266,9515536,Dhaka,1000,Bangladesh Secretariat Dhaka-1000,Assistant Programmer,,motjadmn@gmail.com,95144644,9515536,Dhaka,1000,"Building # 6, Floor-07, Room # 717, Bangladesh Secretariat Dhaka-1000"
636,360,Bangladesh Meteorological Department,www.bmd.gov.bd,Govt.,Govt.,info@bmd.gov.bd,,9123838,,,,,,2,Bangladesh,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",,,"Director, Bangladesh Meteorological Department",,info@bmd.gov.bd,9123838,8118230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",Md. Shah Alam,,info@bmd.gov.bd,9123838,8118230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",Md. Abdul Matin,,amatin2004@yahoo.com,9112439,8118230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207"
637,934,Planing Development & Works,www.nstu.edu.bd,Others,Educational Institute,dpdnstu@yahoo.com,,1720197825,,,,,,2,Bangladesh,Noakhali,3814,"Noakhali Science & Technology University, Noakhali-3814",,,"Director, Planing Development & Works",,dpdnstu@yahoo.com,1720197825,32162788,Noakhali,3814,"Noakhali Science & Technology University, Noakhali-3814","Director, Planing Development & Works",,dpdnstu@yahoo.com,1720197825,32162788,Noakhali,3814,"Noakhali Science & Technology University, Noakhali-3814","Director, Planing Development & Works",,dpdnstu@yahoo.com,1720197825,32162788,Noakhali,3814,"Noakhali Science & Technology University, Noakhali-3814"
638,88,Delta Software & Communication Ltd.,www.deltainfocom.com,Private,Private,isp@deltainfocom.com,,1781166531,,,793-200-0782,05-25448,03.09.1978,4,Bangladesh,Dhaka,1215,"58/Chaa/1, West Razabazar",,,Sajedul Karim Swapon,,billing@deltainfocom.com,1973331428,,Dhaka,1215,"58/Chaa/1, West Razabazar",Imtiaz Uddin Ahmed,,isp@deltainfocom.com,1781166531,,Dhaka,1215,"58/Chaa/1, West Razabazar",A.B.M. Mahabuber Rahman,,support@deltainfocom.com,1755650974,,Dhaka,1215,"58/Chaa/1, West Razabazar"
639,267,"SP, Feni",,Govt.,government,spfeni@police.gov.bd,,33174001,,,,,,2,Bangladesh,Feni,3900,"court building area, barahipur,feni-3900",,,"SP office, feni",,spfeni@police.gov.bd,33174001,33174095,Feni,3900,"court building area, barahipur,feni-3900","SP office, feni",,spfeni@police.gov.bd,33174001,33174095,Feni,3900,"court building area, barahipur,feni-3900",#N/A,,spfeni@police.gov.bd,33174001,33174095,Feni,3900,"court building area, barahipur,feni-3900"
640,519,Bangladesh open University (BOU),,Govt.,educational Institute,regi@bou.edu.bd,,29291112,,,,,,1,Bangladesh,Gazipur,1705,"Board bazar,gazipur-1705",,,Abu Nasar Mahmud,,nasar@bou.edu.bd,9291120,9291130,Gazipur,1705,"Board bazar,gazipur-1705",Dr. Md. Monjur-e-khuda tarafdar (registrar),,regi@bou.edu.bd,29291112,9291130,Gazipur,1705,"Board bazar,gazipur-1705",Abu nasar mahmud (system manager),,nasar@bou.edu.bd,29291112,9291130,Gazipur,1705,"Board bazar,gazipur-1705"
641,152,Jhenaidah Broadband & cyber point,www.jbcpbd.com,Private,ISP,moniruzzamanrocky@gmai.com,,01911866711 01929363800,,,182743875719,7309,11/11/1986,4,Bangladesh,Jhenaidah,7300,"2,khan super market,H.S.S road jhenaidah-7300",,,Md.Moniruzzaman rocky (proprietor),,moniruzzamanrocky@gmail.com,01911866711 01929363800,,Jhenaidah,7300,"2,khan super market,H.S.S road jhenaidah-7300",Md.Moniruzzaman rocky (proprietor),,moniruzzamanrocky@gmai.com,01911866711 01929363800,,Jhenaidah,7300,"2,khan super market,H.S.S road jhenaidah-7300",Md.Moniruzzaman rocky (proprietor),,moniruzzamanrocky@gmai.com,01911866711 01929363800,,Jhenaidah,7300,"2,khan super market,H.S.S road jhenaidah-7300"
642,586,Metorological Training Institute of BMD,www.bmd.gov.bd,Govt,Govt,info@bmd.gov.bd,,8116634,,,,,,1,Bangladesh,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",,,Arjumand Habib,,info@bmd.gov.bd,8116634,818230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",Arjumand Habib,,info@bmd.gov.bd,8116634,818230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207",Abdul Matin,,amatin2004@yahoo.com,8116634,818230,Dhaka,1207,"Abhawa Bhaban, Agargaon, Dhaka-1207"
